Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000225165	ENST00000507713	CTD-2538A21.1	5	94775748	94776391
ENSG00000226040	ENST00000515639	AC005740.3	5	141275733	141276254
ENSG00000226040	ENST00000421425	AC005740.3	5	141275733	141276254
ENSG00000178162	ENST00000424873	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000449066	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000430785	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000423905	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000433703	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000413041	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000438056	FAR2P2	2	131174328	131188936
ENSG00000178162	ENST00000415406	FAR2P2	2	131174328	131188936
ENSG00000250787	ENST00000513734	HMGN1P17	5	55677608	55677902
ENSG00000213536	ENST00000255500	GNG5P1	6	166653778	166653981
ENSG00000238003	ENST00000412093	RP11-465N4.2	1	201947770	201948077
ENSG00000233231	ENST00000421336	HNRNPA1P49	6	166748056	166748959
ENSG00000237748	ENST00000421129	UQCRBP1	X	56763675	56764010
ENSG00000253127	ENST00000518643	IGKV2D-36	2	89925832	89926057
ENSG00000214930	ENST00000399259	KRT8P6	X	137569824	137571030
ENSG00000232747	ENST00000442736	IGKV1D-35	2	89934312	89934582
ENSG00000224217	ENST00000432026	RP11-232D9.1	X	115882498	115882845
ENSG00000243388	ENST00000467870	RPL3P3	14	57445127	57446339
ENSG00000225259	ENST00000522430	ST13P6	8	134420249	134421471
ENSG00000225259	ENST00000393673	ST13P6	8	134420249	134421471
ENSG00000225394	ENST00000418805	AC106883.1	2	195319305	195319866
ENSG00000258758	ENST00000556703	RP11-613G13.1	14	57507603	57509222
ENSG00000271355	ENST00000604764	RP4-666O22.3	1	47949370	47949834
ENSG00000203825	ENST00000449715	RP11-744H18.1	1	149036435	149067496
ENSG00000253208	ENST00000524123	RP11-1G11.2	8	26405185	26405979
ENSG00000237708	ENST00000404529	RP11-445O16.2	X	57095347	57096118
ENSG00000226221	ENST00000450941	AC022431.1	5	55800462	55800899
ENSG00000255497	ENST00000533569	RP11-726G23.12	8	43169091	43169343
ENSG00000229554	ENST00000413752	RPL21P24	1	47963566	47964013
ENSG00000259136	ENST00000555786	RP11-108M12.2	14	57511364	57511678
ENSG00000240519	ENST00000486251	RP11-384C12.1	8	26629307	26629657
ENSG00000263535	ENST00000581275	AK4P1	17	29672539	29673205
ENSG00000253970	ENST00000521337	MTND2P7	8	134767054	134767693
ENSG00000218521	ENST00000405398	RP11-420A21.1	6	37970608	37971089
ENSG00000253916	ENST00000523429	CTD-2309H9.2	8	134768088	134768889
ENSG00000259800	ENST00000567426	RP11-19N8.6	16	33141556	33141763
ENSG00000213526	ENST00000435341	SETP8	X	116097017	116097644
ENSG00000235272	ENST00000444122	FAM103A2P	6	166999612	166999965
ENSG00000231765	ENST00000423543	PPP1R11P2	X	57255467	57255848
ENSG00000227883	ENST00000427294	ATP6V0E1P4	1	48015868	48016425
ENSG00000232296	ENST00000453255	RP11-510N19.2	1	201997734	201997820
ENSG00000235008	ENST00000454907	RP3-497J21.1	6	167114582	167116327
ENSG00000260471	ENST00000563335	AC009120.8	16	74254828	74255326
ENSG00000261536	ENST00000561925	FAM108A10P	16	33152171	33155118
ENSG00000254342	ENST00000520479	RP11-726G23.6	8	43227702	43227820
ENSG00000235811	ENST00000457453	RP11-510N19.3	1	202008979	202009062
ENSG00000253813	ENST00000519826	COX6B1P4	8	26693334	26693817
ENSG00000216639	ENST00000404904	RP3-355L5.3	6	105746024	105746770
ENSG00000231831	ENST00000413059	MTHFD1P1	X	57419079	57421842
ENSG00000253501	ENST00000522638	IGKV3D-34	2	89945567	89946056
ENSG00000227109	ENST00000416794	CRIP1P3	1	202065887	202066106
ENSG00000254313	ENST00000523552	CTD-2309H9.4	8	134798336	134798511
ENSG00000215288	ENST00000522530	RP11-613H2.1	8	26868664	26869888
ENSG00000179571	ENST00000401087	NBPF23	1	149089875	149130302
ENSG00000179571	ENST00000392971	NBPF23	1	149089875	149130302
ENSG00000217227	ENST00000404701	RP1-319M7.2	6	38555099	38556305
ENSG00000258856	ENST00000600311	CTD-2325K12.1	14	58096559	58097880
ENSG00000258856	ENST00000555494	CTD-2325K12.1	14	58096559	58097880
ENSG00000271240	ENST00000605278	RP11-157E21.2	8	134975235	134975502
ENSG00000238066	ENST00000438228	RP3-378P9.1	X	116531901	116532169
ENSG00000219902	ENST00000403133	RPL35P3	6	105750328	105750698
ENSG00000253191	ENST00000517449	IGKV1D-32	2	89967232	89967677
ENSG00000197146	ENST00000356949	AL133458.1	6	167357853	167360151
ENSG00000224314	ENST00000447458	RP3-378P9.2	X	116533415	116534044
ENSG00000266448	ENST00000578645	RP11-805L22.1	17	30036587	30036878
ENSG00000239763	ENST00000493458	AC009120.3	16	74346507	74347288
ENSG00000243323	ENST00000490225	PTPRVP	1	202137179	202158583
ENSG00000243323	ENST00000482597	PTPRVP	1	202137179	202158583
ENSG00000243323	ENST00000490575	PTPRVP	1	202137179	202158583
ENSG00000271048	ENST00000605856	CTD-2342N23.2	8	135685374	135685755
ENSG00000213107	ENST00000331585	AHCYP5	2	196447518	196448755
ENSG00000267220	ENST00000592921	CTC-260E6.9	19	20242703	20262717
ENSG00000250637	ENST00000511619	RP11-359P18.1	8	43298045	43308055
ENSG00000260414	ENST00000568623	RP11-1437A8.2	16	33165673	33165796
ENSG00000270716	ENST00000604600	CTC-260E6.11	19	20247742	20248042
ENSG00000219273	ENST00000404462	RP1-217P22.2	6	38730681	38732470
ENSG00000219088	ENST00000404930	RP3-359N14.1	6	106114201	106115873
ENSG00000265863	ENST00000584218	RP11-805L22.2	17	30086814	30088404
ENSG00000215174	ENST00000434992	RP13-487C10.1	X	57703500	57706693
ENSG00000251348	ENST00000508643	HSPD1P11	5	95104703	95106404
ENSG00000232871	ENST00000474419	SEC1P	19	49141328	49184461
ENSG00000232871	ENST00000483163	SEC1P	19	49141328	49184461
ENSG00000232871	ENST00000430145	SEC1P	19	49141328	49184461
ENSG00000232871	ENST00000473944	SEC1P	19	49141328	49184461
ENSG00000232871	ENST00000521217	SEC1P	19	49141328	49184461
ENSG00000267641	ENST00000589779	CTC-260E6.8	19	20285822	20287872
ENSG00000203435	ENST00000447755	AC104600.1	2	196858983	196860404
ENSG00000227427	ENST00000416450	RP1-49C23.1	X	57792753	57793725
ENSG00000230697	ENST00000449663	AC097635.4	3	20049344	20049739
ENSG00000237180	ENST00000414953	CYP46A4P	1	48555040	48555306
ENSG00000214331	ENST00000566802	RP11-252A24.2	16	74366300	74402138
ENSG00000214331	ENST00000563377	RP11-252A24.2	16	74366300	74402138
ENSG00000214331	ENST00000565724	RP11-252A24.2	16	74366300	74402138
ENSG00000214331	ENST00000429810	RP11-252A24.2	16	74366300	74402138
ENSG00000214331	ENST00000568371	RP11-252A24.2	16	74366300	74402138
ENSG00000229468	ENST00000450678	AC097635.5	3	20053944	20054098
ENSG00000267771	ENST00000587562	CTC-260E6.7	19	20317653	20317763
ENSG00000254403	ENST00000528485	OR10Y1P	11	59495992	59496965
ENSG00000216966	ENST00000404577	RP11-568A7.1	6	167622119	167622385
ENSG00000271524	ENST00000605448	CTC-260E6.10	19	20332678	20333272
ENSG00000213376	ENST00000511530	GAPDHP71	5	173940308	173941310
ENSG00000228004	ENST00000449268	MYCLP2	X	57960271	57961237
ENSG00000242267	ENST00000604015	SKINTL	1	48561764	48648100
ENSG00000242267	ENST00000452503	SKINTL	1	48561764	48648100
ENSG00000242267	ENST00000401057	SKINTL	1	48561764	48648100
ENSG00000242267	ENST00000453388	SKINTL	1	48561764	48648100
ENSG00000253999	ENST00000519131	IGKV3D-31	2	89968511	89969012
ENSG00000268620	ENST00000599065	AC078899.4	19	20359861	20361104
ENSG00000234904	ENST00000427418	RPL13P	HSCHR6_MHC_MCF	28829201	28829832
ENSG00000264300	ENST00000582184	RP11-640N20.1	17	30330129	30333707
ENSG00000264300	ENST00000583346	RP11-640N20.1	17	30330129	30333707
ENSG00000254743	ENST00000525712	OR10V3P	11	59508798	59509522
ENSG00000235975	ENST00000433780	RP1-106C24.1	X	137888536	137889253
ENSG00000249031	ENST00000505273	SUMO2P6	5	173988779	173989066
ENSG00000232017	ENST00000442156	ZNF90P2	HSCHR6_MHC_MCF	28856780	28857854
ENSG00000216977	ENST00000406094	RPL21P65	6	107090338	107090803
ENSG00000250347	ENST00000511085	AC005740.4	5	141416272	141416690
ENSG00000220076	ENST00000407768	RP1-207H1.2	6	38895807	38895929
ENSG00000227878	ENST00000420310	AC114760.1	2	196928036	196928687
ENSG00000214646	ENST00000563867	RP11-114H24.4	15	78232253	78236924
ENSG00000214646	ENST00000568184	RP11-114H24.4	15	78232253	78236924
ENSG00000214646	ENST00000398727	RP11-114H24.4	15	78232253	78236924
ENSG00000213985	ENST00000521432	AC078899.1	19	20368529	20370227
ENSG00000264497	ENST00000448026	RP11-640N20.5	17	30351488	30351602
ENSG00000255538	ENST00000525296	OR10V2P	11	59516284	59517047
ENSG00000269055	ENST00000593976	AC078899.2	19	20378626	20379200
ENSG00000224607	ENST00000453184	IGKV1D-27	2	90007677	90008154
ENSG00000224607	ENST00000558152	IGKV1D-27	2	90007677	90008154
ENSG00000217447	ENST00000402817	RP3-366N23.4	6	167760960	167761541
ENSG00000248929	ENST00000515857	HIGD1AP3	5	174059935	174060212
ENSG00000266777	ENST00000582640	SH3GL1P1	17	30366993	30369847
ENSG00000266777	ENST00000583601	SH3GL1P1	17	30366993	30369847
ENSG00000266777	ENST00000579186	SH3GL1P1	17	30366993	30369847
ENSG00000220556	ENST00000490892	RP1-202I21.3	6	39007379	39007761
ENSG00000173954	ENST00000309296	SNURFL	X	138444199	138444541
ENSG00000173954	ENST00000605203	SNURFL	X	138444199	138444541
ENSG00000217165	ENST00000405487	ANKRD18EP	6	39078097	39080728
ENSG00000234964	ENST00000524732	FABP5P7	11	59548786	59549195
ENSG00000234964	ENST00000458175	FABP5P7	11	59548786	59549195
ENSG00000269274	ENST00000593952	AC078899.3	19	20405898	20414603
ENSG00000236380	ENST00000475503	VENTXP7	3	21447218	21448175
ENSG00000236380	ENST00000596446	VENTXP7	3	21447218	21448175
ENSG00000270929	ENST00000603021	SRD5A3P1	11	59665658	59666606
ENSG00000225567	ENST00000439100	OR2AD1P	HSCHR6_MHC_MCF	28994615	28995542
ENSG00000251122	ENST00000513462	NIFKP2	5	174350093	174350948
ENSG00000224986	ENST00000452549	PPP1R8P1	1	48790752	48791795
ENSG00000251000	ENST00000514941	AC008592.3	5	95170128	95170750
ENSG00000228635	ENST00000444153	OR2P1P	HSCHR6_MHC_MCF	29039754	29040529
ENSG00000213065	ENST00000392115	RP3-431P23.2	6	168167763	168169248
ENSG00000218986	ENST00000305491	RP1-137F1.3	6	39321523	39321948
ENSG00000254069	ENST00000523451	RP11-359P18.7	8	43349080	43349905
ENSG00000271638	ENST00000605397	CTC-575C13.2	19	20434801	20435377
ENSG00000248293	ENST00000511864	CTC-281M20.3	5	174353544	174353720
ENSG00000231276	ENST00000422443	E2F4P1	6	39521587	39522719
ENSG00000235105	ENST00000412769	RP11-329A14.1	1	48901639	48902895
ENSG00000260138	ENST00000566698	AC073464.7	HG686_PATCH	95524521	95524863
ENSG00000255331	ENST00000528891	RP11-736I10.2	11	59844823	59845874
ENSG00000253319	ENST00000523880	RP11-359P18.8	8	43366963	43367176
ENSG00000238070	ENST00000416048	SAR1P1	HSCHR6_MHC_MCF	29044503	29045098
ENSG00000253418	ENST00000523611	SNX18P27	8	43368786	43369564
ENSG00000261143	ENST00000566116	ADAMTS7P3	15	78268384	78285399
ENSG00000261143	ENST00000568041	ADAMTS7P3	15	78268384	78285399
ENSG00000267019	ENST00000591175	NTF6A	19	49528718	49529277
ENSG00000230646	ENST00000416807	KLF2P2	2	131185304	131186798
ENSG00000261531	ENST00000567863	SNX18P14	HG686_PATCH	95550435	95551008
ENSG00000232514	ENST00000416622	RP11-329A14.2	1	48962935	48963408
ENSG00000232549	ENST00000442297	SRD5A1P1	X	138529050	138529835
ENSG00000260713	ENST00000562294	AC073464.11	HG686_PATCH	95559555	95570199
ENSG00000231205	ENST00000542380	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000541160	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000600513	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000597334	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000502675	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000311237	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000601992	ZNF826P	19	20451078	20607775
ENSG00000231205	ENST00000596724	ZNF826P	19	20451078	20607775
ENSG00000267099	ENST00000591094	NTF6G	19	49532983	49533598
ENSG00000228698	ENST00000430268	OR2N1P	HSCHR6_MHC_MCF	29105804	29106740
ENSG00000254145	ENST00000519444	RP11-359P18.5	8	43394280	43394615
ENSG00000132967	ENST00000255320	HMGB1P5	3	22423310	22424420
ENSG00000132967	ENST00000451497	HMGB1P5	3	22423310	22424420
ENSG00000267685	ENST00000591913	NTF6B	19	49541736	49542295
ENSG00000239402	ENST00000455215	CYP4F62P	2	131187400	131199048
ENSG00000239402	ENST00000439137	CYP4F62P	2	131187400	131199048
ENSG00000239402	ENST00000417310	CYP4F62P	2	131187400	131199048
ENSG00000239402	ENST00000321351	CYP4F62P	2	131187400	131199048
ENSG00000268669	ENST00000593746	CTB-60B18.17	19	49545431	49545988
ENSG00000234723	ENST00000448148	AC092421.1	3	22711692	22712202
ENSG00000269706	ENST00000596318	CTB-60B18.15	19	49553474	49554103
ENSG00000256852	ENST00000542108	KNOP1P1	12	24736495	24737483
ENSG00000271235	ENST00000605097	RP11-1037D22.1	3	22852881	22853538
ENSG00000253748	ENST00000520423	CYP4F44P	8	43395116	43396070
ENSG00000226183	ENST00000418085	RANP7	3	22945626	22946642
ENSG00000244662	ENST00000471411	RP11-615I16.1	12	24795621	24796100
ENSG00000184084	ENST00000508746	CTD-2372A4.1	5	73099121	73099424
ENSG00000226028	ENST00000455938	PFN1P12	1	149114655	149115188
ENSG00000231915	ENST00000419001	SALL4P5	3	23031314	23033073
ENSG00000180211	ENST00000325612	RP1-278E11.3	6	39926153	39926572
ENSG00000269009	ENST00000599458	SLC6A21P	19	49758729	49759359
ENSG00000215016	ENST00000399435	RPL24P7	3	23175863	23176315
ENSG00000229120	ENST00000429682	CYCSP4	1	202338654	202339273
ENSG00000220586	ENST00000405234	TUBBP9	6	39960554	39967972
ENSG00000236599	ENST00000436067	TCEB1P26	Y	20340818	20341146
ENSG00000237478	ENST00000428836	RP5-926E3.1	1	50156934	50157195
ENSG00000232899	ENST00000451397	CDY9P	Y	20344721	20346300
ENSG00000253195	ENST00000519172	RP11-359P18.6	8	43397219	43399200
ENSG00000248355	ENST00000512757	ARL2BPP6	5	174717734	174718255
ENSG00000213736	ENST00000396004	RP11-662I13.1	12	25120061	25120438
ENSG00000235555	ENST00000429430	SUMO1P4	19	49778376	49778677
ENSG00000232626	ENST00000417053	RP11-175B9.2	1	202407524	202409085
ENSG00000232626	ENST00000602961	RP11-175B9.2	1	202407524	202409085
ENSG00000215887	ENST00000502859	ZNF859P	1	50307493	50312072
ENSG00000260691	ENST00000562196	AC073464.10	HG686_PATCH	95578783	95620920
ENSG00000229302	ENST00000454958	TAF9P2	Y	20438493	20439381
ENSG00000214985	ENST00000399375	AL591516.5	6	107547242	107547443
ENSG00000220379	ENST00000433657	OR2J4P	HSCHR6_MHC_MCF	29149439	29150374
ENSG00000235124	ENST00000453110	KRT8P17	X	58011120	58012567
ENSG00000203384	ENST00000366207	AL591516.3	6	107549615	107549859
ENSG00000214653	ENST00000416838	HNRNPA3P3	X	139114503	139115665
ENSG00000214653	ENST00000412538	HNRNPA3P3	X	139114503	139115665
ENSG00000263337	ENST00000572906	RP11-1277H1.3	16	33246423	33246597
ENSG00000236439	ENST00000422457	RP11-175B9.3	1	202440937	202441258
ENSG00000236439	ENST00000537999	RP11-175B9.3	1	202440937	202441258
ENSG00000203285	ENST00000366115	AL591516.2	6	107550448	107550687
ENSG00000233595	ENST00000438595	MTND2P29	1	50482764	50483175
ENSG00000270839	ENST00000605088	CTC-571O20.1	5	174910598	174911195
ENSG00000239350	ENST00000479379	RP11-398A8.2	3	72134240	72134438
ENSG00000228945	ENST00000426660	CLUHP2	Y	20442064	20446647
ENSG00000233182	ENST00000417544	OR2H4P	HSCHR6_MHC_MCF	29183173	29184116
ENSG00000220237	ENST00000402084	RPS24P12	6	107550963	107551356
ENSG00000258546	ENST00000555897	RP11-713N11.3	12	25245649	25246834
ENSG00000230711	ENST00000416709	CTAGE13P	6	168687585	168690030
ENSG00000236852	ENST00000455793	RP11-3D23.1	X	61998720	61999796
ENSG00000271704	ENST00000604827	CTC-575C13.1	19	20462311	20462888
ENSG00000256066	ENST00000546144	AC013269.1	2	131220959	131221267
ENSG00000224633	ENST00000417163	OR2B4P	HSCHR6_MHC_MCF	29258648	29259590
ENSG00000230828	ENST00000456070	RP11-492I2.1	1	50580609	50580954
ENSG00000203284	ENST00000366114	AL591516.1	6	107555445	107555703
ENSG00000253845	ENST00000517972	RP11-643N23.2	8	43527966	43528218
ENSG00000250071	ENST00000511688	CTD-2060C23.1	5	74094819	74095925
ENSG00000240429	ENST00000498774	LRRFIP1P1	3	178976816	178979061
ENSG00000213167	ENST00000392674	AL591516.4	6	107558468	107558747
ENSG00000235449	ENST00000430450	RP11-480I12.2	1	202736357	202736546
ENSG00000253198	ENST00000519417	RP11-643N23.1	8	43529413	43529734
ENSG00000203281	ENST00000366111	AL590489.1	6	107584371	107584617
ENSG00000257571	ENST00000549640	CR933842.1	HSCHR6_MHC_MCF	29267209	29267748
ENSG00000241846	ENST00000480211	RP11-318G8.1	12	25562227	25562379
ENSG00000269372	ENST00000599499	CTC-513N18.4	19	20585356	20585532
ENSG00000226148	ENST00000444461	SLC25A39P1	1	202765158	202766222
ENSG00000230707	ENST00000453380	RP11-364B14.3	X	139173902	139174720
ENSG00000232435	ENST00000428340	DDX6P1	HSCHR6_MHC_MCF	29297638	29299073
ENSG00000256079	ENST00000538746	RP11-318G8.2	12	25588515	25589172
ENSG00000255915	ENST00000539774	AC113134.1	8	47172182	47172472
ENSG00000234080	ENST00000423464	RP11-183G22.1	1	50791803	50792682
ENSG00000234080	ENST00000414530	RP11-183G22.1	1	50791803	50792682
ENSG00000255905	ENST00000535039	AL391319.1	6	169067733	169068243
ENSG00000232778	ENST00000434149	RPL23AP50	6	108253004	108253458
ENSG00000255988	ENST00000545422	TUBB4BP1	12	25593809	25593986
ENSG00000268174	ENST00000593399	CTC-513N18.5	19	20599320	20599875
ENSG00000242609	ENST00000467189	RP11-398A8.1	3	72136039	72136876
ENSG00000224987	ENST00000412741	RP1-191J18.65	6	108306293	108306894
ENSG00000196390	ENST00000509680	CTD-2503O16.3	5	74225705	74226391
ENSG00000253425	ENST00000523715	HSPA8P13	8	47460711	47462424
ENSG00000263204	ENST00000576091	RP11-1437A8.7	16	33287358	33287592
ENSG00000229316	ENST00000435986	HMGB1P45	1	50864497	50865445
ENSG00000249571	ENST00000509836	OR12D1	HSCHR6_MHC_MCF	29384836	29385782
ENSG00000249726	ENST00000503144	TUBB1P1	Y	20548860	20551037
ENSG00000239517	ENST00000477662	CTD-2503O16.1	5	74227487	74227642
ENSG00000272494	ENST00000606159	OR1X1P	5	175433148	175434390
ENSG00000231112	ENST00000423135	MTHFD2P3	6	108307015	108307235
ENSG00000182383	ENST00000469428	RPL27AP5	5	74286014	74286462
ENSG00000242352	ENST00000456826	RP11-403I13.6	1	149261186	149263729
ENSG00000262090	ENST00000573021	RP11-23E10.5	16	33298410	33298560
ENSG00000225093	ENST00000417878	RPL3P7	6	108325561	108326772
ENSG00000249157	ENST00000509755	RP11-229C3.4	5	74302538	74302837
ENSG00000231369	ENST00000422915	RP1-40G4P.1	22	27282872	27283511
ENSG00000255725	ENST00000543961	RP11-443N24.1	12	25956137	25957460
ENSG00000255725	ENST00000539003	RP11-443N24.1	12	25956137	25957460
ENSG00000225671	ENST00000456841	FCF1P6	1	50871102	50871696
ENSG00000224942	ENST00000420490	RP11-51C14.1	X	139479227	139480476
ENSG00000170356	ENST00000479887	OR2A20P	7	143947138	143950050
ENSG00000170356	ENST00000496731	OR2A20P	7	143947138	143950050
ENSG00000257010	ENST00000535037	AC140481.1	2	131414572	131414880
ENSG00000270962	ENST00000603712	RP11-403I13.10	1	149279016	149279311
ENSG00000234856	ENST00000440648	UBDP1	HSCHR6_MHC_MCF	29432158	29437368
ENSG00000214081	ENST00000438109	CYP4F30P	2	131437623	131449264
ENSG00000214081	ENST00000397485	CYP4F30P	2	131437623	131449264
ENSG00000214081	ENST00000450440	CYP4F30P	2	131437623	131449264
ENSG00000214081	ENST00000420048	CYP4F30P	2	131437623	131449264
ENSG00000214796	ENST00000443294	RP11-480I12.5	1	202820956	202830748
ENSG00000214796	ENST00000449915	RP11-480I12.5	1	202820956	202830748
ENSG00000214796	ENST00000442868	RP11-480I12.5	1	202820956	202830748
ENSG00000214796	ENST00000430114	RP11-480I12.5	1	202820956	202830748
ENSG00000243742	ENST00000496593	RPLP0P2	11	61382508	61406921
ENSG00000243742	ENST00000478959	RPLP0P2	11	61382508	61406921
ENSG00000243742	ENST00000475561	RPLP0P2	11	61382508	61406921
ENSG00000243742	ENST00000475331	RPLP0P2	11	61382508	61406921
ENSG00000243742	ENST00000492786	RPLP0P2	11	61382508	61406921
ENSG00000243742	ENST00000490750	RPLP0P2	11	61382508	61406921
ENSG00000248498	ENST00000518311	ASNSP1	8	47490835	47526145
ENSG00000227668	ENST00000421428	MAS1LP1	HSCHR6_MHC_MCF	29442587	29443633
ENSG00000233511	ENST00000431564	RP1-128O3.5	6	108573418	108573604
ENSG00000237503	ENST00000454459	RP5-998N21.3	1	149340659	149341066
ENSG00000251663	ENST00000506790	SUMO2P5	5	74521249	74521493
ENSG00000225716	ENST00000443934	TCEB1P13	Y	20602683	20603011
ENSG00000238055	ENST00000418637	RP1-128O3.6	6	108639283	108639608
ENSG00000229406	ENST00000455273	OFD1P4Y	Y	20615036	20634023
ENSG00000225392	ENST00000429424	AC016700.4	2	70329683	70329994
ENSG00000253193	ENST00000453173	FCGR1C	1	149369294	149378365
ENSG00000253193	ENST00000413317	FCGR1C	1	149369294	149378365
ENSG00000253193	ENST00000431573	FCGR1C	1	149369294	149378365
ENSG00000253193	ENST00000440993	FCGR1C	1	149369294	149378365
ENSG00000223376	ENST00000418859	RPS17P1	HSCHR6_MHC_MCF	29456833	29457238
ENSG00000223376	ENST00000547038	RPS17P1	HSCHR6_MHC_MCF	29456833	29457238
ENSG00000224999	ENST00000414044	XXyac-YX65C7_A.4	6	169696566	169698054
ENSG00000238079	ENST00000442911	RP11-72I2.1	6	108693976	108694131
ENSG00000141028	ENST00000577632	CDRT15P1	17	13927831	13928805
ENSG00000233868	ENST00000417147	AC009302.2	2	222808942	222809331
ENSG00000233135	ENST00000431701	RPS27P18	10	127162255	127162501
ENSG00000227072	ENST00000436728	RP3-466I7.1	6	108708716	108709284
ENSG00000225147	ENST00000427031	RPS12P10	5	141946265	141946641
ENSG00000242198	ENST00000494006	CTD-2235C13.1	5	74670288	74670634
ENSG00000227494	ENST00000430663	USP9YP14	Y	20642973	20649286
ENSG00000271608	ENST00000603860	RP11-697G4.4	6	108872221	108872410
ENSG00000228976	ENST00000434672	SUMO2P8	6	108939203	108939488
ENSG00000248659	ENST00000505608	RP11-263I1.1	3	129350862	129351335
ENSG00000225758	ENST00000419392	RPS17P17	X	139553031	139553439
ENSG00000226666	ENST00000432228	HSPA9P1	2	222826456	222828484
ENSG00000231414	ENST00000446011	AC016700.6	2	70480987	70481142
ENSG00000203644	ENST00000366451	AC083799.1	3	129565893	129566800
ENSG00000240929	ENST00000609585	HIST2H2BB	1	149369722	149399226
ENSG00000240929	ENST00000449108	HIST2H2BB	1	149369722	149399226
ENSG00000226991	ENST00000440423	AC112229.6	2	111116367	111116703
ENSG00000235289	ENST00000431406	BRD7P6	2	70580142	70583047
ENSG00000243113	ENST00000438944	RP11-480I12.9	1	202842422	202843454
ENSG00000254070	ENST00000524225	RP11-790L1.3	8	47583461	47583548
ENSG00000248459	ENST00000509298	RP11-93K22.1	3	129717374	129717779
ENSG00000251078	ENST00000509905	SLC25A5P9	5	75048395	75049304
ENSG00000251470	ENST00000511103	ASNSP4	8	47609252	47610310
ENSG00000244176	ENST00000491725	RP11-810P12.1	11	61779223	61780074
ENSG00000230280	ENST00000430583	HNRNPA1P59	1	202880940	202881857
ENSG00000268074	ENST00000422106	RP5-998N21.8	1	149424566	149424954
ENSG00000228993	ENST00000440489	GPR53P	HSCHR6_MHC_MCF	29505274	29506357
ENSG00000254424	ENST00000529409	RP11-810P12.6	11	61840354	61840524
ENSG00000214925	ENST00000399253	RP3-507I15.1	X	140232663	140233358
ENSG00000248863	ENST00000602907	RP11-83A24.1	4	140347453	140352038
ENSG00000248863	ENST00000512815	RP11-83A24.1	4	140347453	140352038
ENSG00000251419	ENST00000505953	RP11-524L6.4	5	75127080	75128589
ENSG00000239255	ENST00000473810	RP11-145M9.2	3	179170183	179170207
ENSG00000232049	ENST00000447604	OR2I1P	HSCHR6_MHC_MCF	29520811	29521758
ENSG00000271594	ENST00000603079	RP11-277L2.6	1	149524787	149525073
ENSG00000230650	ENST00000421567	AC112229.1	2	111118185	111121314
ENSG00000218716	ENST00000405880	RPL12P23	6	170514993	170515482
ENSG00000219565	ENST00000572422	ZNF259P1	6	109103329	109108256
ENSG00000219565	ENST00000407656	ZNF259P1	6	109103329	109108256
ENSG00000234761	ENST00000438139	RP11-38O14.5	1	202955685	202957710
ENSG00000234761	ENST00000417729	RP11-38O14.5	1	202955685	202957710
ENSG00000270440	ENST00000603755	RP11-19H6.1	16	5888132	5888662
ENSG00000236607	ENST00000534760	RP11-691L4.2	11	61936765	61937300
ENSG00000181260	ENST00000483867	MTHFD2P7	3	179182134	179183116
ENSG00000226331	ENST00000448062	AC009302.4	2	222909244	222909713
ENSG00000240861	ENST00000485799	RP11-572F4.1	16	74586149	74586644
ENSG00000249302	ENST00000503502	FTH1P24	4	140467420	140467881
ENSG00000231547	ENST00000427395	RP11-38O14.6	1	202968866	202969480
ENSG00000253899	ENST00000517322	RP11-613H2.2	8	26921513	26922795
ENSG00000270945	ENST00000604681	HSPE1P7	16	74646494	74647119
ENSG00000255213	ENST00000533043	NPM1P35	11	62098418	62099285
ENSG00000239500	ENST00000436163	RP1-169K13.3	X	117250142	117250763
ENSG00000228984	ENST00000523498	RP11-101E19.8	8	47696422	47697550
ENSG00000249301	ENST00000512973	RP11-524L6.3	5	75206108	75206401
ENSG00000262904	ENST00000575258	RP11-144N1.1	16	74701404	74702604
ENSG00000223853	ENST00000422192	OR2H5P	HSCHR6_MHC_MCF	29541490	29542417
ENSG00000269501	ENST00000417986	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000593370	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000434047	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000444581	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000455295	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000453293	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000443884	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000452356	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000419105	RP11-353N4.6	1	149575482	149616786
